title,web,cite,pdf,abstract
Eliciting tech futures among Black young adults: A case study of remote speculative co-design,https://dl.acm.org/doi/abs/10.1145/3411764.3445723,77,,
Beyond expertise and roles: A framework to characterize the stakeholders of interpretable machine learning and their needs,https://dl.acm.org/doi/abs/10.1145/3411764.3445088,75,https://dl.acm.org/doi/pdf/10.1145/3411764.3445088,
Designing AI for trust and collaboration in time-constrained medical decisions: a sociotechnical lens,https://dl.acm.org/doi/abs/10.1145/3411764.3445385,75,https://arxiv.org/pdf/2102.00593,
“Brilliant AI doctor” in rural clinics: Challenges in AI-powered clinical decision support system deployment,https://dl.acm.org/doi/abs/10.1145/3411764.3445432,72,https://arxiv.org/pdf/2101.01524,
How the design of youtube influences user sense of agency,https://dl.acm.org/doi/abs/10.1145/3411764.3445467,67,https://dl.acm.org/doi/pdf/10.1145/3411764.3445467,
"“It's complicated”: Negotiating accessibility and (mis) representation in image descriptions of race, gender, and disability",https://dl.acm.org/doi/abs/10.1145/3411764.3445498,63,http://artlung.com/blog/wp-content/uploads/2021/06/CHI21-ImageDescriptions.pdf,
Who is included in human perceptions of AI?: Trust and perceived fairness around healthcare AI and cultural mistrust,https://dl.acm.org/doi/abs/10.1145/3411764.3445570,61,https://dl.acm.org/doi/pdf/10.1145/3411764.3445570,
The show must go on: A conceptual model of conducting synchronous participatory design with children online,https://dl.acm.org/doi/abs/10.1145/3411764.3445715,56,http://bigyipper.com/wp-content/uploads/2021/06/3411764.3445715-2-1.pdf,
A design space for privacy choices: Towards meaningful privacy control in the internet of things,https://dl.acm.org/doi/abs/10.1145/3411764.3445148,53,https://dl.acm.org/doi/pdf/10.1145/3411764.3445148,
Perverse downstream consequences of debunking: Being corrected by another user for posting false political news increases subsequent sharing of low quality …,https://dl.acm.org/doi/abs/10.1145/3411764.3445642,56,https://dl.acm.org/doi/pdf/10.1145/3411764.3445642?fbclid=IwAR1IjsF4QDylH1K9rQXHxx9LYxMwvk3Q-DVmJz0Z_jnmjjVmKCtIfDYNPOA,
ARTEMIS: A collaborative mixed-reality system for immersive surgical telementoring,https://dl.acm.org/doi/abs/10.1145/3411764.3445576,52,https://dl.acm.org/doi/pdf/10.1145/3411764.3445576,
Screen recognition: Creating accessibility metadata for mobile applications from pixels,https://dl.acm.org/doi/abs/10.1145/3411764.3445186,63,https://dl.acm.org/doi/pdf/10.1145/3411764.3445186,
Whither automl? understanding the role of automation in machine learning workflows,https://dl.acm.org/doi/abs/10.1145/3411764.3445306,61,https://dl.acm.org/doi/pdf/10.1145/3411764.3445306,
Apps against the spread: Privacy implications and user acceptance of COVID-19-related smartphone apps on three continents,https://dl.acm.org/doi/abs/10.1145/3411764.3445517,68,https://dl.acm.org/doi/pdf/10.1145/3411764.3445517,
Marvis: Combining mobile devices and augmented reality for visual data analysis,https://dl.acm.org/doi/abs/10.1145/3411764.3445593,53,https://dl.acm.org/doi/pdf/10.1145/3411764.3445593,
Human reliance on machine learning models when performance feedback is limited: Heuristics and risks,https://dl.acm.org/doi/abs/10.1145/3411764.3445562,54,https://par.nsf.gov/servlets/purl/10282372,
Don't you know that you're toxic: Normalization of toxicity in online gaming,https://dl.acm.org/doi/abs/10.1145/3411764.3445157,54,https://harvest.usask.ca/bitstream/handle/10388/13676/Don_t_you_know_that_you_re_toxic.pdf?sequence=1&isAllowed=y,
Proxemics and social interactions in an instrumented virtual reality workshop,https://dl.acm.org/doi/abs/10.1145/3411764.3445729,60,https://arxiv.org/pdf/2101.05300,
A decade of sustainable HCI: connecting SHCI to the sustainable development goals,https://dl.acm.org/doi/abs/10.1145/3411764.3445069,52,https://dl.acm.org/doi/pdf/10.1145/3411764.3445069,
ArgueTutor: An adaptive dialog-based learning system for argumentation skills,https://dl.acm.org/doi/abs/10.1145/3411764.3445781,52,https://pubs.wi-kassel.de/wp-content/uploads/2021/12/JML_848.pdf,
Engaging teachers to co-design integrated AI curriculum for K-12 classrooms,https://dl.acm.org/doi/abs/10.1145/3411764.3445377,48,,
Locomotion vault: the extra mile in analyzing vr locomotion techniques,https://dl.acm.org/doi/abs/10.1145/3411764.3445319,54,https://massimilianodiluca.info/publication/di-luca-2021/Di-Luca-2021.pdf,
Adapting user interfaces with model-based reinforcement learning,https://dl.acm.org/doi/abs/10.1145/3411764.3445497,54,https://dl.acm.org/doi/pdf/10.1145/3411764.3445497,
A human-ai collaborative approach for clinical decision making on rehabilitation assessment,https://dl.acm.org/doi/abs/10.1145/3411764.3445472,52,https://dl.acm.org/doi/pdf/10.1145/3411764.3445472,
Mapping the landscape of covid-19 crisis visualizations,https://dl.acm.org/doi/abs/10.1145/3411764.3445381,60,https://arxiv.org/pdf/2101.04743,
"Current practices, challenges, and design implications for collaborative ar/vr application development",https://dl.acm.org/doi/abs/10.1145/3411764.3445335,49,https://pub.h-brs.de/files/5271/krauss_boden_oppermann_reiners_2021_ARVR_design_challenges.pdf,
"Effects of semantic segmentation visualization on trust, situation awareness, and cognitive load in highly automated vehicles",https://dl.acm.org/doi/abs/10.1145/3411764.3445351,51,https://www.uni-ulm.de/fileadmin/website_uni_ulm/iui.inst.100/1-hci/hci-paper/2021/CHI2021_Semantic_Segmentation.pdf,
Heuristic evaluation of conversational agents,https://dl.acm.org/doi/abs/10.1145/3411764.3445312,53,https://faculty.washington.edu/garyhs/docs/langevin-CHI2021-caheuristics.pdf,
Data-centric explanations: explaining training data of machine learning systems to promote transparency,https://dl.acm.org/doi/abs/10.1145/3411764.3445736,49,https://mspace.lib.umanitoba.ca/bitstream/handle/1993/35244/Anik_MdArifulIslam.pdf?sequence=1,
Radarnet: Efficient gesture recognition technique utilizing a miniature radar sensor,https://dl.acm.org/doi/abs/10.1145/3411764.3445367,45,https://dl.acm.org/doi/pdf/10.1145/3411764.3445367,
Towards mutual theory of mind in human-ai interaction: How language reflects what students perceive about a virtual teaching assistant,https://dl.acm.org/doi/abs/10.1145/3411764.3445645,46,https://dilab.gatech.edu/test/wp-content/uploads/2021/10/Toward-Mutual-Theory-of-Mind-in-Human-AI-Interaction.pdf,
“It feels like I am talking into a void”: Understanding interaction gaps in synchronous online classrooms,https://dl.acm.org/doi/abs/10.1145/3411764.3445240,40,https://dl.acm.org/doi/pdf/10.1145/3411764.3445240,
Exploring and promoting diagnostic transparency and explainability in online symptom checkers,https://dl.acm.org/doi/abs/10.1145/3411764.3445101,44,https://www.researchgate.net/profile/Xinning-Gui/publication/349008735_Exploring_and_Promoting_Diagnostic_Transparency_and_Explainability_in_Online_Symptom_Checkers/links/601b0dec299bf1cc269ff976/Exploring-and-Promoting-Diagnostic-Transparency-and-Explainability-in-Online-Symptom-Checkers.pdf,
"Augmenting scientific papers with just-in-time, position-sensitive definitions of terms and symbols",https://dl.acm.org/doi/abs/10.1145/3411764.3445648,51,https://dl.acm.org/doi/pdf/10.1145/3411764.3445648,
Assessing the impact of automated suggestions on decision making: Domain experts mediate model errors but take less initiative,https://dl.acm.org/doi/abs/10.1145/3411764.3445522,42,https://dl.acm.org/doi/pdf/10.1145/3411764.3445522,
A visual analytics approach to facilitate the proctoring of online exams,https://dl.acm.org/doi/abs/10.1145/3411764.3445294,48,https://arxiv.org/pdf/2101.07990,
Machine learning uncertainty as a design material: a post-phenomenological inquiry,https://dl.acm.org/doi/abs/10.1145/3411764.3445481,50,https://dl.acm.org/doi/pdf/10.1145/3411764.3445481,
Designing conversational agents: A self-determination theory approach,https://dl.acm.org/doi/abs/10.1145/3411764.3445445,42,https://www.researchgate.net/profile/Xi-Yang-48/publication/349074390_Designing_Conversational_Agents_A_Self-Determination_Theory_Approach/links/60996a8fa6fdccaebd2080a2/Designing-Conversational-Agents-A-Self-Determination-Theory-Approach.pdf,
Designing ground truth and the social life of labels,https://dl.acm.org/doi/abs/10.1145/3411764.3445402,49,https://www.researchgate.net/profile/Michael-Muller-12/publication/348416620_Designing_Ground_Truth_and_the_Social_Life_of_Labels_ACM_Reference_Format/links/5ffdbfb4299bf140888dad05/Designing-Ground-Truth-and-the-Social-Life-of-Labels-ACM-Reference-Format.pdf,
The impact of multiple parallel phrase suggestions on email input and composition behaviour of native and non-native english writers,https://dl.acm.org/doi/abs/10.1145/3411764.3445372,48,https://arxiv.org/pdf/2101.09157,
A taxonomy of vulnerable road users for hci based on a systematic literature review,https://dl.acm.org/doi/abs/10.1145/3411764.3445480,42,https://www.medien.informatik.uni-muenchen.de/pubdb/publications/pub/hollaender2021CHI-vru-taxonomy/hollaender2021CHI-vru-taxonomy.pdf,
Human-AI interaction in human resource management: Understanding why employees resist algorithmic evaluation at workplaces and how to mitigate burdens,https://dl.acm.org/doi/abs/10.1145/3411764.3445304,40,,
Effect of information presentation on fairness perceptions of machine learning predictors,https://dl.acm.org/doi/abs/10.1145/3411764.3445365,42,https://oulurepo.oulu.fi/bitstream/handle/10024/31372/nbnfi-fe2021052130978.pdf?sequence=1,
More kawaii than a real-person live streamer: understanding how the otaku community engages with and perceives virtual YouTubers,https://dl.acm.org/doi/abs/10.1145/3411764.3445660,48,https://www.cs.toronto.edu/~luzhc/assets/pdf/CHI2021Vtuber.pdf,
Vins: Visual search for mobile user interface design,https://dl.acm.org/doi/abs/10.1145/3411764.3445762,44,https://arxiv.org/pdf/2102.05216,
Yes: Affirmative consent as a theoretical framework for understanding and imagining social platforms,https://dl.acm.org/doi/abs/10.1145/3411764.3445778,39,https://dl.acm.org/doi/pdf/10.1145/3411764.3445778,
When the social becomes non-human: young people's perception of social support in chatbots,https://dl.acm.org/doi/abs/10.1145/3411764.3445318,41,https://sintef.brage.unit.no/sintef-xmlui/bitstream/handle/11250/3047512/chi21-278_accessible.pdf?sequence=2,
Meetingcoach: An intelligent dashboard for supporting effective & inclusive meetings,https://dl.acm.org/doi/abs/10.1145/3411764.3445615,38,https://www.researchgate.net/profile/Samiha-Samrose/publication/351422187_MeetingCoach_An_Intelligent_Dashboard_for_Supporting_Effective_Inclusive_Meetings/links/60bad8dd92851cb13d799384/MeetingCoach-An-Intelligent-Dashboard-for-Supporting-Effective-Inclusive-Meetings.pdf,
Explain yourself! transparency for positive ux in autonomous driving,https://dl.acm.org/doi/abs/10.1145/3411764.3446647,36,https://dl.acm.org/doi/pdf/10.1145/3411764.3446647,
"Toggles, dollar signs, and triangles: How to (in) effectively convey privacy choices with icons and link texts",https://dl.acm.org/doi/abs/10.1145/3411764.3445387,37,https://dl.acm.org/doi/pdf/10.1145/3411764.3445387,
Tracing conceptions of the body in HCI: From user to more-than-human,https://dl.acm.org/doi/abs/10.1145/3411764.3445656,40,https://pure.itu.dk/ws/files/85870054/accessible_corrected_chi21_612.pdf,
To live in their utopia: Why algorithmic systems create absurd outcomes,https://dl.acm.org/doi/abs/10.1145/3411764.3445740,42,https://ali-alkhatib.com/papers/chi/utopia/utopia.pdf,
Calibrating pedestrians' trust in automated vehicles: does an intent display in an external HMI support trust calibration and safe crossing behavior?,https://dl.acm.org/doi/abs/10.1145/3411764.3445738,37,,
Affectivespotlight: Facilitating the communication of affective responses from audience members during online presentations,https://dl.acm.org/doi/abs/10.1145/3411764.3445235,44,https://arxiv.org/pdf/2101.12284,
Screen2vec: Semantic embedding of gui screens and gui components,https://dl.acm.org/doi/abs/10.1145/3411764.3445049,44,https://dl.acm.org/doi/pdf/10.1145/3411764.3445049,
"Privacy champions in software teams: Understanding their motivations, strategies, and challenges",https://dl.acm.org/doi/abs/10.1145/3411764.3445768,44,https://dl.acm.org/doi/pdf/10.1145/3411764.3445768,
Learning from home: A mixed-methods analysis of live streaming based remote education experience in chinese colleges during the covid-19 pandemic,https://dl.acm.org/doi/abs/10.1145/3411764.3445428,47,https://arxiv.org/pdf/2010.01662,
Understanding user identification in virtual reality through behavioral biometrics and the effect of body normalization,https://dl.acm.org/doi/abs/10.1145/3411764.3445528,41,https://www.researchgate.net/profile/Jonathan-Liebers/publication/348870117_Understanding_User_Identification_in_Virtual_Reality_Through_Behavioral_Biometrics_and_the_Effect_of_Body_Normalization/links/6013cbf7299bf1b33e30e7cb/Understanding-User-Identification-in-Virtual-Reality-Through-Behavioral-Biometrics-and-the-Effect-of-Body-Normalization.pdf,
Stream: Exploring the combination of spatially-aware tablets with augmented reality head-mounted displays for immersive analytics,https://dl.acm.org/doi/abs/10.1145/3411764.3445298,41,https://dl.acm.org/doi/pdf/10.1145/3411764.3445298,
Autods: Towards human-centered automation of data science,https://dl.acm.org/doi/abs/10.1145/3411764.3445526,45,https://arxiv.org/pdf/2101.05273,
Miria: A mixed reality toolkit for the in-situ visualization and analysis of spatio-temporal interaction data,https://dl.acm.org/doi/abs/10.1145/3411764.3445651,37,https://dl.acm.org/doi/pdf/10.1145/3411764.3445651,
Deeptake: Prediction of driver takeover behavior using multimodal data,https://dl.acm.org/doi/abs/10.1145/3411764.3445563,43,https://arxiv.org/pdf/2012.15441,
You're making me sick: A systematic review of how virtual reality research considers gender & cybersickness,https://dl.acm.org/doi/abs/10.1145/3411764.3445701,34,https://uwspace.uwaterloo.ca/bitstream/handle/10012/17228/Cybersickness_CHI2021_Author_Version.pdf?sequence=1,
Fits and starts: Enterprise use of automl and the role of humans in the loop,https://dl.acm.org/doi/abs/10.1145/3411764.3445775,42,https://dl.acm.org/doi/pdf/10.1145/3411764.3445775,
“We just use what they give us”: Understanding passenger user perspectives in smart homes,https://dl.acm.org/doi/abs/10.1145/3411764.3445598,39,https://dl.acm.org/doi/pdf/10.1145/3411764.3445598,
Remote and collaborative virtual reality experiments via social vr platforms,https://dl.acm.org/doi/abs/10.1145/3411764.3445426,42,https://files.osf.io/v1/resources/3crhg/providers/osfstorage/5ffe73b5e80d370455a58347?action=download&direct&version=1,
"Watching myself watching birds: Abjection, ecological thinking, and posthuman design",https://dl.acm.org/doi/abs/10.1145/3411764.3445329,38,https://par.nsf.gov/servlets/purl/10252221,
Lower is better? The effects of local latencies on competitive first-person shooter game players,https://dl.acm.org/doi/abs/10.1145/3411764.3445245,39,https://dl.acm.org/doi/pdf/10.1145/3411764.3445245,
Flag and flaggability in automated moderation: The case of reporting toxic behavior in an online game community,https://dl.acm.org/doi/abs/10.1145/3411764.3445279,32,https://dl.acm.org/doi/pdf/10.1145/3411764.3445279,
Taking an (embodied) cue from community health: Designing dementia caregiver support technology to advance health equity,https://dl.acm.org/doi/abs/10.1145/3411764.3445559,35,https://dl.acm.org/doi/pdf/10.1145/3411764.3445559,
Breaking out of the lab: Mitigating mind wandering with gaze-based attention-aware technology in classrooms,https://dl.acm.org/doi/abs/10.1145/3411764.3445269,37,https://dl.acm.org/doi/pdf/10.1145/3411764.3445269,
The u in crypto stands for usable: An empirical study of user experience with mobile cryptocurrency wallets,https://dl.acm.org/doi/abs/10.1145/3411764.3445407,34,https://dl.acm.org/doi/pdf/10.1145/3411764.3445407,
“It cannot do all of my work”: community health worker perceptions of AI-enabled mobile health applications in rural India,https://dl.acm.org/doi/abs/10.1145/3411764.3445420,34,https://dl.acm.org/doi/pdf/10.1145/3411764.3445420,
MirrorBlender: Supporting hybrid meetings with a malleable video-conferencing system,https://dl.acm.org/doi/abs/10.1145/3411764.3445698,35,https://www.researchgate.net/profile/Jens-Emil-Gronbaek/publication/349522554_MirrorBlender_Supporting_Hybrid_Meetings_with_a_Malleable_Video-Conferencing_System/links/6087c649881fa114b42e008c/MirrorBlender-Supporting-Hybrid-Meetings-with-a-Malleable-Video-Conferencing-System.pdf,
Physiological and perceptual responses to athletic avatars while cycling in virtual reality,https://dl.acm.org/doi/abs/10.1145/3411764.3445160,31,https://dl.acm.org/doi/pdf/10.1145/3411764.3445160,
Bits under the mattress: Understanding different risk perceptions and security behaviors of crypto-asset users,https://dl.acm.org/doi/abs/10.1145/3411764.3445679,37,https://dl.acm.org/doi/pdf/10.1145/3411764.3445679,
Vinci: an intelligent graphic design system for generating advertising posters,https://dl.acm.org/doi/abs/10.1145/3411764.3445117,35,https://drive.google.com/file/d/1_3rRPxCd3XmIwgRN4UkNB-qf2IjAvQTP/view,
Getting Ourselves Together: Data-centered participatory design research & epistemic burden,https://dl.acm.org/doi/abs/10.1145/3411764.3445103,36,https://dl.acm.org/doi/pdf/10.1145/3411764.3445103,
"Remote learners, home makers: How digital fabrication was taught online during a pandemic",https://dl.acm.org/doi/abs/10.1145/3411764.3445450,39,https://dl.acm.org/doi/pdf/10.1145/3411764.3445450,
Little road driving hud: Heads-up display complexity influences drivers' perceptions of automated vehicles,https://dl.acm.org/doi/abs/10.1145/3411764.3445575,30,,
Armed in ARMY: A case study of how BTS fans successfully collaborated to# MatchAMillion for black lives matter,https://dl.acm.org/doi/abs/10.1145/3411764.3445353,35,https://ccrma.stanford.edu/~blairbo/assets/pdf/park2021CHIBTS_preprint.pdf,
Understanding data accessibility for people with intellectual and developmental disabilities,https://dl.acm.org/doi/abs/10.1145/3411764.3445743,31,https://dl.acm.org/doi/pdf/10.1145/3411764.3445743,
Significant otter: Understanding the role of biosignals in communication,https://dl.acm.org/doi/abs/10.1145/3411764.3445200,35,https://dl.acm.org/doi/pdf/10.1145/3411764.3445200,
"Online transgender health information seeking: facilitators, barriers, and future directions",https://dl.acm.org/doi/abs/10.1145/3411764.3445091,37,https://dl.acm.org/doi/pdf/10.1145/3411764.3445091,
On activism and academia: Reflecting together and sharing experiences among critical friends,https://dl.acm.org/doi/abs/10.1145/3411764.3445263,35,https://nrl.northumbria.ac.uk/id/eprint/45320/1/FINAL_ActivismAcademia.pdf,
A critical assessment of the use of ssq as a measure of general discomfort in vr head-mounted displays,https://dl.acm.org/doi/abs/10.1145/3411764.3445361,37,https://www.uni-ulm.de/fileadmin/website_uni_ulm/iui.inst.100/1-hci/hci-paper/2021/CHI21_A_Critical_Assessment_Teresa_Hirzle.pdf,
Tailoring persuasive and behaviour change systems based on stages of change and motivation,https://dl.acm.org/doi/abs/10.1145/3411764.3445619,33,https://www.researchgate.net/profile/Oladapo-Oyebode/publication/349007558_Tailoring_Persuasive_and_Behaviour_Change_Systems_Based_on_Stages_of_Change_and_Motivation/links/607b144d907dcf667ba8340f/Tailoring-Persuasive-and-Behaviour-Change-Systems-Based-on-Stages-of-Change-and-Motivation.pdf,
Replicueauth: Validating the use of a lab-based virtual reality setup for evaluating authentication systems,https://dl.acm.org/doi/abs/10.1145/3411764.3445478,35,https://eprints.gla.ac.uk/234315/1/234315.pdf,
Gaze-supported 3d object manipulation in virtual reality,https://dl.acm.org/doi/abs/10.1145/3411764.3445343,34,https://www.difeng.me/papers/21_GazeManip.pdf,
How to evaluate object selection and manipulation in vr? guidelines from 20 years of studies,https://dl.acm.org/doi/abs/10.1145/3411764.3445193,31,https://researchportal.bath.ac.uk/files/221090183/CHI21_Object_Selection_VR.pdf,
Data@ hand: Fostering visual exploration of personal data on smartphones leveraging speech and touch interaction,https://dl.acm.org/doi/abs/10.1145/3411764.3445421,37,https://dl.acm.org/doi/pdf/10.1145/3411764.3445421,
"Unmaking: Enabling and celebrating the creative material of failure, destruction, decay, and deformation",https://dl.acm.org/doi/abs/10.1145/3411764.3445529,34,https://dl.acm.org/doi/pdf/10.1145/3411764.3445529,
"Distress disclosure across social media platforms during the COVID-19 pandemic: Untangling the effects of platforms, affordances, and audiences",https://dl.acm.org/doi/abs/10.1145/3411764.3445134,30,https://www.researchgate.net/profile/Renwen-Zhang/publication/351422157_Distress_Disclosure_across_Social_Media_Platforms_during_the_COVID-19_Pandemic_Untangling_the_Effects_of_Platforms_Affordances_and_Audiences/links/609de9f6a6fdcccacb518d02/Distress-Disclosure-across-Social-Media-Platforms-during-the-COVID-19-Pandemic-Untangling-the-Effects-of-Platforms-Affordances-and-Audiences.pdf,
Digital transformations of classrooms in virtual reality,https://dl.acm.org/doi/abs/10.1145/3411764.3445596,33,https://arxiv.org/pdf/2101.09576,
Towards fairness in practice: A practitioner-oriented rubric for evaluating Fair ML Toolkits,https://dl.acm.org/doi/abs/10.1145/3411764.3445604,27,,
IdeaBot: investigating social facilitation in human-machine team creativity,https://dl.acm.org/doi/abs/10.1145/3411764.3445270,28,https://angelhwang.github.io/docs/chi21_ideabot.pdf,
“Feeling the Sensor Feeling you”: A Soma Design Exploration on Sensing Non-habitual Breathing,https://dl.acm.org/doi/abs/10.1145/3411764.3445628,29,,
“Money makes the world go around”: Identifying Barriers to Better Privacy in Children's Apps From Developers' Perspectives,https://dl.acm.org/doi/abs/10.1145/3411764.3445599,31,https://arxiv.org/pdf/2111.14596,
"Technology adoption and learning preferences for older adults: evolving perceptions, ongoing challenges, and emerging design opportunities",https://dl.acm.org/doi/abs/10.1145/3411764.3445702,36,https://escholarship.mcgill.ca/downloads/ht24wp75m,
# StayHome# WithMe: how do YouTubers help with COVID-19 loneliness?,https://dl.acm.org/doi/abs/10.1145/3411764.3445397,33,https://arxiv.org/pdf/2101.03706,
Xrstudio: A virtual production and live streaming system for immersive instructional experiences,https://dl.acm.org/doi/abs/10.1145/3411764.3445323,28,https://3dvar.com/Nebeling2021XRStudio.pdf,
Soliciting stakeholders' fairness notions in child maltreatment predictive systems,https://dl.acm.org/doi/abs/10.1145/3411764.3445308,37,https://dl.acm.org/doi/pdf/10.1145/3411764.3445308,
LaserFactory: a laser cutter-based electromechanical assembly and fabrication platform to make functional devices & robots,https://dl.acm.org/doi/abs/10.1145/3411764.3445692,30,https://dl.acm.org/doi/pdf/10.1145/3411764.3445692,
Stereo-smell via electrical trigeminal stimulation,https://dl.acm.org/doi/abs/10.1145/3411764.3445300,26,https://dl.acm.org/doi/pdf/10.1145/3411764.3445300,
A design space exploration of worlds in miniature,https://dl.acm.org/doi/abs/10.1145/3411764.3445098,33,https://prism.ucalgary.ca/bitstreams/089f3fc9-ec49-47bf-a6f8-c6ee2a681e22/download,
Planning for natural language failures with the ai playbook,https://dl.acm.org/doi/abs/10.1145/3411764.3445735,30,https://www.researchgate.net/profile/Matthew-Hong-3/publication/351422490_Planning_for_Natural_Language_Failures_with_the_AI_Playbook/links/60d4cef292851ca94484394a/Planning-for-Natural-Language-Failures-with-the-AI-Playbook.pdf,
KnitUI: Fabricating interactive and sensing textiles with machine knitting,https://dl.acm.org/doi/abs/10.1145/3411764.3445780,30,https://dl.acm.org/doi/pdf/10.1145/3411764.3445780,
Auditing e-commerce platforms for algorithmically curated vaccine misinformation,https://dl.acm.org/doi/abs/10.1145/3411764.3445250,36,https://arxiv.org/pdf/2101.08419,
Exploring design and governance challenges in the development of privacy-preserving computation,https://dl.acm.org/doi/abs/10.1145/3411764.3445677,35,https://arxiv.org/pdf/2101.08048,
Making sense of risk information amidst uncertainty: individuals' perceived risks associated with the COVID-19 pandemic,https://dl.acm.org/doi/abs/10.1145/3411764.3445051,28,,
Empowering resignation: There's an app for that,https://dl.acm.org/doi/abs/10.1145/3411764.3445293,31,https://dl.acm.org/doi/pdf/10.1145/3411764.3445293,
"Bad breakdowns, useful seams, and face slapping: Analysis of vr fails on youtube",https://dl.acm.org/doi/abs/10.1145/3411764.3445435,30,,
"Modeling assumptions clash with the real world: Transparency, equity, and community challenges for student assignment algorithms",https://dl.acm.org/doi/abs/10.1145/3411764.3445748,30,https://dl.acm.org/doi/pdf/10.1145/3411764.3445748,
Increasing electrical muscle stimulation's dexterity by means of back of the hand actuation,https://dl.acm.org/doi/abs/10.1145/3411764.3445761,27,https://dl.acm.org/doi/pdf/10.1145/3411764.3445761,
Eliciting and analysing users' envisioned dialogues with perfect voice assistants,https://dl.acm.org/doi/abs/10.1145/3411764.3445536,31,https://arxiv.org/pdf/2102.13508,
Caring for intimate data in fertility technologies,https://dl.acm.org/doi/abs/10.1145/3411764.3445132,29,https://dl.acm.org/doi/pdf/10.1145/3411764.3445132,
